"epsilon","mach_number","pressure","rad_temp","rho","rhoE","rhou","temperature","GlobalNodeId","PedigreeNodeId","Points:0","Points:1","Points:2"
1.3720171999998721846e-06,2.9999431233006639275,0.0096485332063629518362,0.099999999999997674083,1.0000000017395191954,0.086836798930019262754,0.38043133216482943881,0.099999999999410713047,1,1,-0.23103788495063781738,0,0
1.3720172000001288356e-06,2.9999431202842821165,0.0096485331729098035985,0.1000000000000023509,0.99999999826048346918,0.086836798483429372686,0.38043133046106047956,0.10000000000059683369,2,2,-0.23081785440444946289,0,0
1.3720171999998596909e-06,2.9999431233009539177,0.0096485332063612396641,0.09999999999999743816,1.0000000017395109797,0.086836798930017833342,0.3804313321648308821,0.099999999999393782146,3,3,-0.23059780895709991455,0,0
1.3720172000001256592e-06,2.9999431202839876853,0.0096485331729115435262,0.10000000000000229539,0.9999999982604940163,0.086836798483430843731,0.38043133046105948036,0.10000000000061382011,4,4,-0.23037777841091156006,0,0
1.3720171999998503735e-06,2.9999431233012452402,0.0096485332063595014712,0.099999999999997271627,1.0000000017394994334,0.086836798930016251274,0.3804313321648313817,0.099999999999376934512,5,5,-0.23015774786472320557,0,0
1.372017200000125024e-06,2.9999431202837198995,0.0096485331729131342676,0.10000000000000228151,0.99999999826050067764,0.086836798483432245388,0.3804313304610581481,0.10000000000062964078,6,6,-0.22993770241737365723,0,0
1.372017199999844656e-06,2.9999431233014997034,0.0096485332063579835882,0.099999999999997174482,1.0000000017394945484,0.086836798930014863496,0.38043133216483276948,0.099999999999361696701,7,7,-0.22971767187118530273,0,0
1.372017200000126718e-06,2.9999431202834516696,0.0096485331729147544993,0.10000000000000230926,0.99999999826050800511,0.086836798483433869089,0.38043133046105742645,0.10000000000064569738,8,8,-0.22949764132499694824,0,0
1.3720171999998389386e-06,2.9999431233017723741,0.0096485332063563546828,0.09999999999999706346,1.0000000017394887752,0.086836798930013378572,0.38043133216483421277,0.099999999999345376422,9,9,-0.2292775958776473999,0,0
1.3720172000001282003e-06,2.9999431202831714494,0.0096485331729164371811,0.10000000000000233702,0.99999999826051699792,0.086836798483435506668,0.38043133046105681583,0.10000000000066223971,10,10,-0.22905756533145904541,0,0
1.3720171999998334329e-06,2.9999431233020579235,0.0096485332063546338371,0.099999999999996966316,1.000000001739482558,0.086836798930011629971,0.38043133216483521197,0.099999999999328167966,11,11,-0.22883751988410949707,0,0
1.3720172000001307414e-06,2.9999431202828690246,0.0096485331729182048643,0.10000000000000237865,0.99999999826051999552,0.086836798483436825058,0.38043133046105387374,0.10000000000068025308,12,12,-0.22861748933792114258,0,0
1.3720171999998281389e-06,2.9999431233023945431,0.0096485332063525799245,0.099999999999996869171,1.0000000017394603535,0.086836798930009409525,0.38043133216483326908,0.099999999999309099885,13,13,-0.22839745879173278809,0,0
1.3720172000001347648e-06,2.999943120282522635,0.0096485331729203888812,0.10000000000000246192,0.99999999826055330221,0.086836798483439753271,0.38043133046105931383,0.10000000000069957096,14,14,-0.22817741334438323975,0,0
1.3720171999998241155e-06,2.9999431233027218369,0.0096485332063504809091,0.099999999999996799782,1.0000000017394270468,0.086836798930006300901,0.38043133216482705183,0.099999999999290670183,15,15,-0.22795738279819488525,0,0
1.3720172000001385765e-06,2.9999431202821882358,0.0096485331729224705494,0.10000000000000253131,0.99999999826057706098,0.086836798483442348418,0.38043133046106242245,0.10000000000071876394,16,16,-0.22773735225200653076,0,0
1.3720171999998181863e-06,2.9999431233030695587,0.0096485332063483888326,0.09999999999999668876,1.0000000017394088392,0.08683679893000423311,0.3804313321648263857,0.099999999999270824946,17,17,-0.22751730680465698242,0,0
1.3720172000001409058e-06,2.9999431202818565012,0.009648533172924486298,0.10000000000000257294,0.99999999826059227104,0.086836798483444499475,0.38043133046106303308,0.10000000000073813733,18,18,-0.22729727625846862793,0,0
1.3720171999998120453e-06,2.9999431233033919675,0.0096485332063464372687,0.099999999999996577738,1.0000000017393964047,0.086836798930002248587,0.38043133216482649672,0.099999999999251826255,19,19,-0.22707723081111907959,0,0
1.3720172000001425999e-06,2.9999431202815163289,0.009648533172926550619,0.1000000000000026007,0.99999999826061025665,0.086836798483446650532,0.38043133046106397677,0.10000000000075773277,20,20,-0.2268572002649307251,0,0
1.3720171999998039985e-06,2.9999431233037321398,0.0096485332063443642742,0.099999999999996425082,1.0000000017393833041,0.086836798930000000385,0.38043133216482627468,0.099999999999231647951,21,21,-0.22663716971874237061,0,0
1.3720172000001423881e-06,2.999943120281168607,0.0096485331729285854496,0.1000000000000026007,0.99999999826061514163,0.086836798483448218722,0.38043133046106097916,0.1000000000007783274,22,22,-0.22641712427139282227,0,0
1.3720171999997936223e-06,2.9999431233041002898,0.0096485332063421542365,0.099999999999996244671,1.0000000017393664287,0.086836798929997877083,0.38043133216482616366,0.099999999999210428814,23,23,-0.22619709372520446777,0,0
1.3720172000001409058e-06,2.9999431202808222174,0.0096485331729306671178,0.10000000000000257294,0.9999999982606259108,0.086836798483450217123,0.38043133046106009099,0.1000000000007988249,24,24,-0.22597706317901611328,0,0
1.3720171999997821874e-06,2.9999431233044564493,0.0096485332063400170571,0.099999999999996036504,1.0000000017393519958,0.086836798929995823171,0.38043133216482644121,0.099999999999189737032,25,25,-0.22575701773166656494,0,0
1.3720172000001373059e-06,2.9999431202804682783,0.0096485331729327852152,0.10000000000000250355,0.999999998260636902,0.086836798483452201647,0.38043133046105903627,0.10000000000081966933,26,26,-0.22553698718547821045,0,0
