"jump_grad_press","jump_grad_dens","kappa_max","kappa","diffusion","sigma_a","sigma_t","ObjectId","GlobalElementId","PedigreeElementId","Cell Type"
0.00017687876697891624644,0.005235724238445982337,1.1079864055828739735e-05,2.6595094595880368478e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,62,62,3
0.00018269928705194615759,0.0052141691267024725676,1.1079864813542011879e-05,2.7921092938949540529e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,63,63,3
0.00018830280896509066224,0.0052350473124533891678,1.1079865593054251209e-05,2.8163278419303631444e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,64,64,3
0.00019444876079433015548,0.0052122593042440712452,1.1079866395031127366e-05,2.9537385918209342841e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,65,65,3
0.00020038311595271807164,0.0052342991693876683712,1.107986722020796998e-05,2.9832312095217618673e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,66,66,3
0.0002068759258690988645,0.0052101700566709041595,1.1079868069290818282e-05,3.1257352265282018411e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,67,67,3
0.00021316596894394024275,0.0052335367945488542318,1.1079868943056164315e-05,3.160800790014983433e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,68,68,3
0.00022002514788255211897,0.005208115879213437438,1.1079869842252166871e-05,3.3087034369669128244e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,69,69,3
0.00022669542022413224913,0.0052329773607198148966,1.1079870767698872427e-05,3.3496547414971553473e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,70,70,3
0.00023394603522319812328,0.005206100002396851778,1.1079871720191660167e-05,3.5032842111833539207e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,71,71,3
0.00024101642202367656864,0.0052323743002489209175,1.1079872700593649889e-05,3.5504572124701532048e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,72,72,3
0.00024868457148841116577,0.005203911889111623168,1.1079873709751086798e-05,3.7101551488988778912e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,73,73,3
0.00025618534573368378915,0.0052317989175207912922,1.1079874748575942471e-05,3.76390892439421247e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,74,74,3
0.00026429448689668788575,0.0052017354755662381649,1.1079875817965336606e-05,3.9300449672038633261e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,75,75,3
0.00027225121357332682237,0.0052313793567009270191,1.107987691888443106e-05,3.9907570677812680804e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,76,76,3
0.00028083241841159178875,0.005199586797971278429,1.1079878052284315083e-05,4.1637239227807712279e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,77,77,3
0.00028927129733347101137,0.0052309748716652393341,1.1079879219186361333e-05,4.2317988468834045699e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,78,78,3
0.00029835426994395675138,0.0051972674555145204067,1.1079880420599829893e-05,4.4120091461051163376e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,79,79,3
0.00030730916250831796788,0.0052305533608887344599,1.1079881657605406058e-05,4.4878786152463456811e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,80,80,3
0.00031692290394857991487,0.0051948837353847920895,1.1079882931273878384e-05,4.6757746809713149089e-11,0.17308499190089626785,577.35026918962580567,577.35026918962580567,0,81,81,3
