"rho","rhou","rhoE","epsilon","velocity","internal_energy","pressure","temperature","rad_temp","mach_number","GlobalNodeId","PedigreeNodeId","Points:0","Points:1","Points:2"
1.00005,23.4264,397.898,0.0138,23.4254,123.511,82.3408,1.00021,2.92203,1.9997,27,27,0.00104,0,0
1.0001,23.4326,398.071,0.0138023,23.4303,123.554,82.3697,1.00051,2.92224,1.99982,28,28,0.00108,0,0
1.00005,23.4264,397.899,0.0138047,23.4253,123.514,82.343,1.00023,2.92204,1.99967,29,29,0.00112,0,0
1.0001,23.4326,398.073,0.0138072,23.4302,123.558,82.372,1.00053,2.92226,1.99979,30,30,0.00116,0,0
1.00005,23.4264,397.901,0.0138098,23.4251,123.518,82.3452,1.00025,2.92206,1.99963,31,31,0.0012,0,0
1.0001,23.4326,398.076,0.0138125,23.4302,123.562,82.3745,1.00056,2.92228,1.99975,32,32,0.00124,0,0
1.00006,23.4264,397.904,0.0138154,23.425,123.521,82.3476,1.00028,2.92208,1.9996,33,33,0.00128,0,0
1.00011,23.4326,398.079,0.0138183,23.4301,123.566,82.3772,1.00059,2.9223,1.99972,34,34,0.00132,0,0
1.00006,23.4264,397.906,0.0138214,23.4249,123.525,82.3502,1.0003,2.92209,1.99956,35,35,0.00136,0,0
1.00011,23.4326,398.082,0.0138246,23.43,123.57,82.38,1.00062,2.92232,1.99968,36,36,0.0014,0,0
1.00007,23.4264,397.908,0.0138279,23.4248,123.529,82.3529,1.00033,2.92211,1.99952,37,37,0.00144,0,0
1.00012,23.4326,398.085,0.0138313,23.4299,123.575,82.383,1.00065,2.92235,1.99964,38,38,0.00148,0,0
1.00008,23.4264,397.911,0.0138349,23.4246,123.534,82.3558,1.00036,2.92214,1.99948,39,39,0.00152,0,0
1.00012,23.4326,398.089,0.0138386,23.4297,123.579,82.3862,1.00068,2.92237,1.9996,40,40,0.00156,0,0
1.00008,23.4264,397.914,0.0138425,23.4245,123.538,82.3589,1.00039,2.92216,1.99944,41,41,0.0016,0,0
1.00013,23.4326,398.093,0.0138465,23.4296,123.584,82.3896,1.00072,2.9224,1.99955,42,42,0.00164,0,0
1.00009,23.4264,397.917,0.0138507,23.4243,123.543,82.3622,1.00042,2.92218,1.99939,43,43,0.00168,0,0
1.00013,23.4326,398.096,0.013855,23.4295,123.59,82.3932,1.00076,2.92243,1.9995,44,44,0.00172,0,0
1.0001,23.4264,397.92,0.0138595,23.4241,123.549,82.3657,1.00046,2.92221,1.99934,45,45,0.00176,0,0
1.00014,23.4326,398.101,0.0138642,23.4293,123.596,82.3971,1.0008,2.92246,1.99945,46,46,0.0018,0,0
1.0001,23.4264,397.924,0.013869,23.424,123.554,82.3695,1.0005,2.92224,1.99929,47,47,0.00184,0,0
1.00015,23.4326,398.105,0.013874,23.4292,123.602,82.4012,1.00084,2.92249,1.99939,48,48,0.00188,0,0
1.00011,23.4264,397.927,0.0138792,23.4238,123.56,82.3736,1.00054,2.92227,1.99923,49,49,0.00192,0,0
1.00015,23.4326,398.11,0.0138846,23.429,123.608,82.4056,1.00089,2.92252,1.99933,50,50,0.00196,0,0
1.00012,23.4264,397.932,0.0138902,23.4236,123.567,82.3779,1.00058,2.9223,1.99917,51,51,0.002,0,0
1.00016,23.4326,398.115,0.013896,23.4288,123.615,82.4103,1.00094,2.92256,1.99927,52,52,0.00204,0,0
1.00013,23.4264,397.936,0.013902,23.4233,123.574,82.3826,1.00063,2.92233,1.9991,53,53,0.00208,0,0
1.00017,23.4326,398.12,0.0139083,23.4286,123.623,82.4153,1.00099,2.9226,1.9992,54,54,0.00212,0,0
1.00014,23.4264,397.941,0.0139147,23.4231,123.581,82.3875,1.00068,2.92237,1.99903,55,55,0.00216,0,0
1.00018,23.4326,398.126,0.0139214,23.4284,123.631,82.4207,1.00104,2.92264,1.99912,56,56,0.0022,0,0
1.00015,23.4264,397.946,0.0139284,23.4228,123.589,82.3929,1.00073,2.92241,1.99896,57,57,0.00224,0,0
1.00019,23.4326,398.132,0.0139356,23.4282,123.64,82.4265,1.0011,2.92268,1.99904,58,58,0.00228,0,0
1.00016,23.4264,397.951,0.0139431,23.4226,123.598,82.3986,1.00079,2.92245,1.99888,59,59,0.00232,0,0
1.0002,23.4326,398.138,0.0139508,23.428,123.649,82.4326,1.00117,2.92273,1.99896,60,60,0.00236,0,0
1.00017,23.4264,397.957,0.0139588,23.4223,123.607,82.4048,1.00086,2.9225,1.99879,61,61,0.0024,0,0
1.00021,23.4326,398.145,0.0139672,23.4277,123.659,82.4392,1.00124,2.92278,1.99887,62,62,0.00244,0,0
1.00019,23.4264,397.963,0.0139758,23.422,123.617,82.4114,1.00092,2.92255,1.99869,63,63,0.00248,0,0
1.00022,23.4326,398.153,0.0139847,23.4274,123.669,82.4463,1.00131,2.92283,1.99877,64,64,0.00252,0,0
1.0002,23.4264,397.97,0.013994,23.4217,123.628,82.4185,1.001,2.9226,1.99859,65,65,0.00256,0,0
1.00024,23.4326,398.16,0.0140036,23.4271,123.681,82.4539,1.00139,2.92289,1.99867,66,66,0.0026,0,0
1.00022,23.4264,397.978,0.0140135,23.4213,123.639,82.4261,1.00107,2.92266,1.99849,67,67,0.00264,0,0
1.00025,23.4326,398.169,0.0140238,23.4268,123.693,82.462,1.00147,2.92295,1.99855,68,68,0.00268,0,0
1.00023,23.4264,397.986,0.0140345,23.4209,123.651,82.4343,1.00116,2.92272,1.99837,69,69,0.00272,0,0
1.00026,23.4326,398.178,0.0140456,23.4264,123.706,82.4707,1.00157,2.92302,1.99843,70,70,0.00276,0,0
1.00025,23.4264,397.994,0.014057,23.4206,123.665,82.4431,1.00125,2.92278,1.99825,71,71,0.0028,0,0
1.00028,23.4326,398.187,0.0140689,23.4261,123.72,82.48,1.00166,2.92309,1.9983,72,72,0.00284,0,0
1.00027,23.4264,398.003,0.0140812,23.4201,123.679,82.4525,1.00134,2.92285,1.99812,73,73,0.00288,0,0
1.0003,23.4327,398.198,0.014094,23.4257,123.735,82.49,1.00177,2.92316,1.99817,74,74,0.00292,0,0
1.00029,23.4264,398.013,0.0141072,23.4197,123.694,82.4626,1.00145,2.92293,1.99798,75,75,0.00296,0,0
1.00032,23.4327,398.209,0.0141209,23.4252,123.751,82.5008,1.00188,2.92324,1.99802,76,76,0.003,0,0
1.00031,23.4264,398.024,0.014135,23.4192,123.71,82.4735,1.00156,2.92301,1.99782,77,77,0.00304,0,0
1.00034,23.4327,398.221,0.0141497,23.4248,123.768,82.5123,1.002,2.92333,1.99786,78,78,0.00308,0,0
1.00033,23.4264,398.035,0.014165,23.4187,123.728,82.4851,1.00168,2.9231,1.99766,79,79,0.00312,0,0
1.00036,23.4327,398.233,0.0141807,23.4243,123.787,82.5246,1.00213,2.92343,1.99769,80,80,0.00316,0,0
1.00035,23.4264,398.047,0.0141971,23.4181,123.746,82.4976,1.0018,2.92319,1.99748,81,81,0.0032,0,0
1.00038,23.4327,398.247,0.014214,23.4237,123.807,82.5378,1.00226,2.92353,1.99751,82,82,0.00324,0,0
1.00038,23.4264,398.06,0.0142315,23.4175,123.767,82.5111,1.00194,2.92329,1.9973,83,83,0.00328,0,0
1.00041,23.4327,398.261,0.0142497,23.4231,123.828,82.552,1.00241,2.92363,1.99731,84,84,0.00332,0,0
1.00041,23.4264,398.074,0.0142685,23.4169,123.788,82.5255,1.00209,2.9234,1.99709,85,85,0.00336,0,0
1.00043,23.4327,398.277,0.0142881,23.4225,123.851,82.5672,1.00257,2.92375,1.9971,86,86,0.0034,0,0
1.00044,23.4264,398.09,0.0143083,23.4162,123.811,82.5409,1.00225,2.92351,1.99688,87,87,0.00344,0,0
1.00046,23.4327,398.293,0.0143292,23.4218,123.875,82.5835,1.00274,2.92387,1.99687,88,88,0.00348,0,0
1.00047,23.4264,398.106,0.0143509,23.4154,123.836,82.5576,1.00242,2.92364,1.99665,89,89,0.00352,0,0
1.00049,23.4327,398.311,0.0143733,23.4211,123.901,82.6009,1.00292,2.924,1.99663,90,90,0.00356,0,0
1.0005,23.4264,398.124,0.0143966,23.4147,123.863,82.5754,1.0026,2.92377,1.9964,91,91,0.0036,0,0
1.00053,23.4327,398.33,0.0144207,23.4203,123.93,82.6197,1.00311,2.92414,1.99637,92,92,0.00364,0,0
1.00054,23.4264,398.142,0.0144457,23.4138,123.892,82.5945,1.0028,2.92391,1.99613,93,93,0.00368,0,0
1.00056,23.4327,398.351,0.0144716,23.4195,123.96,82.6398,1.00332,2.9243,1.99609,94,94,0.00372,0,0
1.00058,23.4264,398.163,0.0144984,23.4129,123.923,82.6151,1.00301,2.92407,1.99584,95,95,0.00376,0,0
1.0006,23.4327,398.372,0.0145262,23.4186,123.992,82.6614,1.00354,2.92446,1.99579,96,96,0.0038,0,0
1.00062,23.4264,398.184,0.0145549,23.4119,123.956,82.6372,1.00323,2.92423,1.99554,97,97,0.00384,0,0
1.00064,23.4327,398.396,0.0145847,23.4176,124.027,82.6845,1.00378,2.92463,1.99547,98,98,0.00388,0,0
1.00066,23.4264,398.208,0.0146156,23.4109,123.991,82.6608,1.00348,2.92441,1.99521,99,99,0.00392,0,0
1.00069,23.4327,398.421,0.0146476,23.4166,124.064,82.7094,1.00404,2.92482,1.99513,100,100,0.00396,0,0
1.00071,23.4264,398.233,0.0146807,23.4098,124.029,82.6863,1.00374,2.9246,1.99485,101,101,0.004,0,0
1.00074,23.4327,398.448,0.0147151,23.4155,124.104,82.736,1.00432,2.92502,1.99476,102,102,0.00404,0,0
1.00076,23.4264,398.26,0.0147506,23.4086,124.07,82.7136,1.00402,2.9248,1.99447,103,103,0.00408,0,0
1.00079,23.4327,398.477,0.0147875,23.4143,124.147,82.7646,1.00461,2.92524,1.99437,104,104,0.00412,0,0
1.00081,23.4264,398.289,0.0148256,23.4073,124.114,82.7429,1.00432,2.92502,1.99406,105,105,0.00416,0,0
1.00084,23.4327,398.508,0.0148651,23.413,124.193,82.7953,1.00493,2.92547,1.99394,106,106,0.0042,0,0
1.00087,23.4264,398.32,0.0149061,23.406,124.161,82.7743,1.00464,2.92526,1.99363,107,107,0.00424,0,0
1.0009,23.4327,398.541,0.0149485,23.4116,124.242,82.8282,1.00527,2.92571,1.99349,108,108,0.00428,0,0
1.00094,23.4264,398.354,0.0149925,23.4045,124.212,82.8081,1.00499,2.92551,1.99316,109,109,0.00432,0,0
1.00096,23.4327,398.577,0.015038,23.4101,124.295,82.8635,1.00563,2.92598,1.993,110,110,0.00436,0,0
1.001,23.4264,398.39,0.0150851,23.4029,124.266,82.8443,1.00536,2.92578,1.99265,111,111,0.0044,0,0
1.00103,23.4327,398.615,0.015134,23.4086,124.352,82.9013,1.00602,2.92626,1.99248,112,112,0.00444,0,0
1.00108,23.4264,398.428,0.0151846,23.4012,124.325,82.8832,1.00576,2.92607,1.99212,113,113,0.00448,0,0
1.00111,23.4327,398.656,0.015237,23.4068,124.413,82.942,1.00644,2.92657,1.99192,114,114,0.00452,0,0
1.00115,23.4264,398.47,0.0152913,23.3994,124.387,82.925,1.00619,2.92638,1.99154,115,115,0.00456,0,0
1.00118,23.4327,398.7,0.0153476,23.405,124.478,82.9856,1.00689,2.9269,1.99132,116,116,0.0046,0,0
1.00124,23.4264,398.514,0.0154058,23.3975,124.455,82.9698,1.00665,2.92672,1.99092,117,117,0.00464,0,0
1.00127,23.4327,398.747,0.0154662,23.403,124.549,83.0323,1.00738,2.92725,1.99067,118,118,0.00468,0,0
1.00133,23.4264,398.562,0.0155287,23.3954,124.527,83.0179,1.00714,2.92708,1.99025,119,119,0.00472,0,0
1.00136,23.4327,398.797,0.0155935,23.4009,124.624,83.0825,1.00789,2.92762,1.98998,120,120,0.00476,0,0
1.00142,23.4264,398.613,0.0156606,23.3931,124.604,83.0696,1.00767,2.92746,1.98954,121,121,0.0048,0,0
1.00146,23.4327,398.852,0.0157301,23.3987,124.705,83.1364,1.00845,2.92803,1.98924,122,122,0.00484,0,0
1.00153,23.4264,398.668,0.0158021,23.3907,124.687,83.125,1.00824,2.92787,1.98877,123,123,0.00488,0,0
1.00156,23.4327,398.91,0.0158767,23.3962,124.791,83.1942,1.00905,2.92846,1.98844,124,124,0.00492,0,0
1.00164,23.4264,398.727,0.0159539,23.3882,124.777,83.1845,1.00885,2.92832,1.98795,125,125,0.00496,0,0
1.00167,23.4327,398.972,0.0160339,23.3936,124.884,83.2562,1.00968,2.92892,1.98759,126,126,0.005,0,0
1.00176,23.4264,398.791,0.0161168,23.3854,124.873,83.2484,1.00951,2.92879,1.98707,127,127,0.00504,0,0
1.00179,23.4327,399.039,0.0162027,23.3908,124.984,83.3228,1.01037,2.92942,1.98668,128,128,0.00508,0,0
1.00188,23.4264,398.859,0.0162916,23.3824,124.975,83.3169,1.01021,2.9293,1.98613,129,129,0.00512,0,0
1.00192,23.4327,399.111,0.0163838,23.3878,125.091,83.3942,1.01111,2.92995,1.9857,130,130,0.00516,0,0
1.00202,23.4265,398.932,0.0164792,23.3793,125.086,83.3905,1.01096,2.92985,1.98512,131,131,0.0052,0,0
1.00206,23.4327,399.188,0.016578,23.3845,125.206,83.4708,1.01189,2.93052,1.98465,132,132,0.00524,0,0
1.00217,23.4265,399.011,0.0166804,23.3758,125.204,83.4695,1.01177,2.93044,1.98403,133,133,0.00528,0,0
1.00221,23.4327,399.27,0.0167865,23.381,125.33,83.5531,1.01274,2.93114,1.98352,134,134,0.00532,0,0
1.00232,23.4265,399.095,0.0168964,23.3722,125.331,83.5543,1.01264,2.93107,1.98287,135,135,0.00536,0,0
1.00237,23.4327,399.359,0.0170102,23.3773,125.462,83.6413,1.01365,2.93179,1.98232,136,136,0.0054,0,0
1.00249,23.4265,399.186,0.0171281,23.3683,125.468,83.6453,1.01357,2.93174,1.98163,137,137,0.00544,0,0
1.00254,23.4327,399.454,0.0172502,23.3733,125.604,83.7361,1.01462,2.9325,1.98103,138,138,0.00548,0,0
1.00267,23.4265,399.283,0.0173766,23.364,125.614,83.743,1.01457,2.93246,1.98029,139,139,0.00552,0,0
1.00273,23.4327,399.556,0.0175076,23.369,125.757,83.8377,1.01567,2.93325,1.97964,140,140,0.00556,0,0
1.00287,23.4265,399.388,0.0176433,23.3595,125.772,83.8478,1.01565,2.93324,1.97886,141,141,0.0056,0,0
1.00293,23.4327,399.665,0.0177839,23.3644,125.92,83.9468,1.01679,2.93406,1.97816,142,142,0.00564,0,0
1.00308,23.4265,399.5,0.0179294,23.3547,125.941,83.9604,1.0168,2.93407,1.97733,143,143,0.00568,0,0
1.00314,23.4327,399.783,0.0180802,23.3594,126.096,84.0638,1.01799,2.93493,1.97657,144,144,0.00572,0,0
1.0033,23.4265,399.62,0.0182364,23.3495,126.122,84.0812,1.01804,2.93496,1.97569,145,145,0.00576,0,0
1.00337,23.4327,399.909,0.0183981,23.3541,126.284,84.1895,1.01928,2.93586,1.97487,146,146,0.0058,0,0
1.00354,23.4265,399.749,0.0185657,23.3439,126.316,84.2108,1.01936,2.93592,1.97393,147,147,0.00584,0,0
1.00361,23.4327,400.044,0.0187392,23.3484,126.486,84.3243,1.02066,2.93685,1.97305,148,148,0.00588,0,0
1.0038,23.4265,399.888,0.018919,23.3379,126.525,84.35,1.02078,2.93694,1.97205,149,149,0.00592,0,0
1.00388,23.4327,400.189,0.0191051,23.3422,126.704,84.469,1.02214,2.93792,1.9711,150,150,0.00596,0,0
1.00407,23.4265,400.037,0.0192979,23.3315,126.749,84.4994,1.02231,2.93804,1.97004,151,151,0.006,0,0
1.00416,23.4327,400.345,0.0194976,23.3356,126.936,84.6243,1.02373,2.93906,1.96901,152,152,0.00604,0,0
1.00437,23.4266,400.197,0.0197045,23.3246,126.99,84.6597,1.02395,2.93921,1.96788,153,153,0.00608,0,0
1.00446,23.4327,400.512,0.0199187,23.3285,127.186,84.791,1.02544,2.94028,1.96678,154,154,0.00612,0,0
1.00469,23.4266,400.369,0.0201405,23.3172,127.248,84.8318,1.0257,2.94047,1.96557,155,155,0.00616,0,0
1.00479,23.4327,400.691,0.0203703,23.3209,127.455,84.9699,1.02727,2.94159,1.96439,156,156,0.0062,0,0
1.00503,23.4266,400.553,0.0206083,23.3092,127.525,85.0166,1.02758,2.94182,1.9631,157,157,0.00624,0,0
1.00514,23.4327,400.884,0.0208548,23.3128,127.743,85.1619,1.02923,2.94299,1.96183,158,158,0.00628,0,0
1.0054,23.4266,400.751,0.02111,23.3007,127.822,85.2149,1.0296,2.94326,1.96046,159,159,0.00632,0,0
1.00552,23.4327,401.09,0.0213743,23.304,128.052,85.3679,1.03133,2.9445,1.95909,160,160,0.00636,0,0
1.0058,23.4266,400.963,0.0216481,23.2916,128.142,85.4277,1.03177,2.94481,1.95763,161,161,0.0064,0,0
1.00593,23.4327,401.312,0.0219316,23.2946,128.384,85.5891,1.03359,2.9461,1.95616,162,162,0.00644,0,0
1.00622,23.4266,401.191,0.0222252,23.2818,128.484,85.6562,1.03409,2.94647,1.95461,163,163,0.00648,0,0
1.00636,23.4327,401.549,0.0225293,23.2845,128.74,85.8265,1.036,2.94783,1.95303,164,164,0.00652,0,0
1.00668,23.4266,401.436,0.0228442,23.2712,128.852,85.9014,1.03658,2.94824,1.95137,165,165,0.00656,0,0
1.00683,23.4327,401.804,0.0231703,23.2737,129.122,86.0813,1.0386,2.94967,1.94969,166,166,0.0066,0,0
1.00717,23.4267,401.698,0.0235079,23.2599,129.247,86.1647,1.03925,2.95014,1.94792,167,167,0.00664,0,0
1.00733,23.4327,402.078,0.0238576,23.2621,129.532,86.3547,1.04138,2.95164,1.94611,168,168,0.00668,0,0
1.0077,23.4267,401.98,0.0242197,23.2478,129.671,86.4473,1.04212,2.95217,1.94422,169,169,0.00672,0,0
1.00787,23.4327,402.372,0.0245946,23.2496,129.972,86.6483,1.04436,2.95375,1.94229,170,170,0.00676,0,0
1.00826,23.4267,402.283,0.0249829,23.2348,130.126,86.7506,1.04519,2.95434,1.94028,171,171,0.0068,0,0
1.00846,23.4326,402.688,0.0253849,23.2362,130.445,86.9633,1.04755,2.956,1.93821,172,172,0.00684,0,0
1.00887,23.4267,402.608,0.0258012,23.2208,130.614,87.0762,1.04848,2.95666,1.93607,173,173,0.00688,0,0
1.00908,23.4326,403.026,0.0262322,23.2218,130.952,87.3015,1.05097,2.95842,1.93385,174,174,0.00692,0,0
1.00952,23.4268,402.957,0.0266785,23.2058,131.139,87.4258,1.05201,2.95914,1.93157,175,175,0.00696,0,0
1.00975,23.4326,403.39,0.0271406,23.2063,131.497,87.6645,1.05464,2.96099,1.9292,176,176,0.007,0,0
1.01022,23.4268,403.331,0.027619,23.1897,131.701,87.801,1.05579,2.9618,1.92677,177,177,0.00704,0,0
1.01047,23.4326,403.78,0.0281144,23.1898,132.081,88.0542,1.05857,2.96375,1.92424,178,178,0.00708,0,0
1.01098,23.4268,403.734,0.0286272,23.1724,132.306,88.2038,1.05984,2.96464,1.92165,179,179,0.00712,0,0
1.01125,23.4326,404.198,0.0291582,23.1719,132.709,88.4725,1.06278,2.96669,1.91895,180,180,0.00716,0,0
1.01179,23.4268,404.165,0.0297079,23.1539,132.954,88.6362,1.06418,2.96767,1.91619,181,181,0.0072,0,0
1.01208,23.4326,404.648,0.030277,23.1528,133.382,88.9216,1.0673,2.96984,1.91331,182,182,0.00724,0,0
1.01266,23.4269,404.629,0.0308661,23.134,133.651,89.1004,1.06883,2.97091,1.91037,183,183,0.00728,0,0
1.01298,23.4326,405.13,0.031476,23.1323,134.105,89.4036,1.07213,2.9732,1.90729,184,184,0.00732,0,0
1.0136,23.4269,405.126,0.0321073,23.1126,134.398,89.5987,1.07382,2.97436,1.90417,185,185,0.00736,0,0
1.01395,23.4326,405.648,0.0327608,23.1103,134.882,89.9211,1.07731,2.97678,1.90089,186,186,0.0074,0,0
1.01461,23.4269,405.66,0.0334373,23.0897,135.201,90.1337,1.07915,2.97805,1.89757,187,187,0.00744,0,0
1.01498,23.4325,406.204,0.0341375,23.0866,135.715,90.4766,1.08286,2.9806,1.89408,188,188,0.00748,0,0
1.01569,23.427,406.234,0.0348622,23.065,136.062,90.708,1.08487,2.98199,1.89055,189,189,0.00752,0,0
1.0161,23.4325,406.801,0.0356124,23.0612,136.609,91.073,1.0888,2.98468,1.88682,190,190,0.00756,0,0
1.01686,23.427,406.85,0.0363887,23.0386,136.987,91.3246,1.09099,2.98619,1.88308,191,191,0.0076,0,0
1.0173,23.4325,407.441,0.0371922,23.0339,137.57,91.7132,1.09516,2.98903,1.87911,192,192,0.00764,0,0
1.01812,23.4271,407.511,0.0380238,23.0102,137.98,91.9866,1.09754,2.99066,1.87514,193,193,0.00768,0,0
1.0186,23.4325,408.129,0.0388844,23.0046,138.601,92.4006,1.10196,2.99366,1.87092,194,194,0.00772,0,0
1.01947,23.4271,408.221,0.0397749,22.9798,139.046,92.6973,1.10456,2.99543,1.8667,195,195,0.00776,0,0
1.01999,23.4325,408.867,0.0406964,22.9732,139.708,93.1387,1.10925,2.9986,1.86222,196,196,0.0078,0,0
1.02092,23.4272,408.983,0.0416499,22.9471,140.191,93.4604,1.11206,3.0005,1.85774,197,197,0.00784,0,0
1.02149,23.4324,409.66,0.0426365,22.9394,140.897,93.931,1.11704,3.00385,1.85298,198,198,0.00788,0,0
1.02249,23.4272,409.801,0.0436573,22.912,141.419,94.2796,1.12009,3.0059,1.84824,199,199,0.00792,0,0
1.02311,23.4324,410.511,0.0447134,22.9032,142.173,94.7818,1.12538,3.00944,1.84319,200,200,0.00796,0,0
1.02418,23.4273,410.68,0.045806,22.8743,142.739,95.1593,1.12868,3.01165,1.83817,201,201,0.008,0,0
1.02485,23.4324,411.425,0.0469363,22.8642,143.543,95.6953,1.13429,3.01538,1.83281,202,202,0.00804,0,0
1.02599,23.4273,411.623,0.0481055,22.8338,144.156,96.1037,1.13786,3.01776,1.8275,203,203,0.00808,0,0
1.02673,23.4324,412.406,0.0493149,22.8224,145.014,96.6762,1.14383,3.0217,1.82182,204,204,0.00812,0,0
1.02795,23.4274,412.636,0.0505658,22.7904,145.677,97.1178,1.14768,3.02424,1.8162,205,205,0.00816,0,0
1.02875,23.4323,413.459,0.0518595,22.7775,146.594,97.7294,1.15401,3.02841,1.81019,206,206,0.0082,0,0
1.03006,23.4275,413.724,0.0531975,22.7437,147.31,98.2067,1.15817,3.03113,1.80426,207,207,0.00824,0,0
1.03093,23.4323,414.59,0.0545811,22.7293,148.291,98.8604,1.1649,3.03552,1.7979,208,208,0.00828,0,0
1.03234,23.4276,414.892,0.0560118,22.6937,149.064,99.3759,1.16937,3.03843,1.79164,209,209,0.00832,0,0
1.03328,23.4323,415.805,0.0574911,22.6775,150.112,100.075,1.17653,3.04307,1.78492,210,210,0.00836,0,0
1.0348,23.4277,416.147,0.0590206,22.6399,150.947,100.631,1.18134,3.04617,1.77832,211,211,0.0084,0,0
1.03582,23.4322,417.11,0.0606017,22.6219,152.069,101.379,1.18894,3.05106,1.77122,212,212,0.00844,0,0
1.03745,23.4277,417.494,0.0622362,22.5822,152.969,101.979,1.1941,3.05437,1.76428,213,213,0.00848,0,0
1.03856,23.4322,418.51,0.0639256,22.5622,154.17,102.78,1.20218,3.05953,1.75678,214,214,0.00852,0,0
1.04031,23.4278,418.94,0.0656717,22.5202,155.141,103.427,1.20773,3.06305,1.74949,215,215,0.00856,0,0
1.04152,23.4321,420.015,0.0674762,22.498,156.426,104.284,1.21631,3.06848,1.74159,216,216,0.0086,0,0
1.04339,23.428,420.493,0.0693409,22.4536,157.473,104.982,1.22225,3.07221,1.73392,217,217,0.00864,0,0
1.04472,23.4321,421.63,0.0712675,22.4291,158.85,105.9,1.23138,3.07793,1.7256,218,218,0.00868,0,0
1.04673,23.4281,422.162,0.073258,22.3821,159.977,106.651,1.23773,3.08189,1.71756,219,219,0.00872,0,0
1.04817,23.432,423.366,0.0753142,22.3551,161.453,107.635,1.24743,3.08791,1.7088,220,220,0.00876,0,0
1.05034,23.4282,423.953,0.077438,22.3054,162.666,108.444,1.25421,3.0921,1.70039,221,221,0.0088,0,0
1.05191,23.432,425.229,0.0796315,22.2756,164.248,109.499,1.26452,3.09844,1.69118,222,222,0.00884,0,0
1.05424,23.4283,425.877,0.0818965,22.223,165.554,110.369,1.27175,3.10286,1.68238,223,223,0.00888,0,0
1.05596,23.4319,427.231,0.0842352,22.1902,167.252,111.501,1.2827,3.10952,1.67271,224,224,0.00892,0,0
1.05846,23.4285,427.943,0.0866495,22.1344,168.655,112.437,1.29041,3.11418,1.66352,225,225,0.00896,0,0
