"jump_grad_press","jump_grad_dens","diffusion_aux","sigma_a_aux","sigma_t_aux","mu_max","kappa_max","mu","kappa","ObjectId","GlobalElementId","PedigreeElementId"
0.106605,17.4618,0.117132,390.712,853.144,9.14196e-07,1.70773e-06,5.10303e-09,5.10303e-09,0,219,219
0.111198,17.8481,0.117132,390.712,853.144,9.135e-07,1.7074e-06,5.43782e-09,5.43782e-09,0,220,220
0.114212,18.1442,0.117132,390.712,853.144,9.12779e-07,1.70705e-06,5.33569e-09,5.33569e-09,0,221,221
0.119486,18.5811,0.117132,390.712,853.144,9.12036e-07,1.7067e-06,5.69104e-09,5.69104e-09,0,222,222
0.123045,18.9196,0.117132,390.712,853.144,9.11266e-07,1.70633e-06,5.60071e-09,5.60071e-09,0,223,223
0.129163,19.4189,0.117132,390.712,853.144,9.10472e-07,1.70595e-06,5.98086e-09,5.98086e-09,0,224,224
0.133416,19.8105,0.117132,390.712,853.144,9.09649e-07,1.70555e-06,5.90598e-09,5.90598e-09,0,225,225
0.140595,20.3877,0.117132,390.712,853.144,9.08801e-07,1.70513e-06,6.31659e-09,6.31659e-09,0,226,226
0.145751,20.8476,0.117132,390.712,853.144,9.0792e-07,1.7047e-06,6.26226e-09,6.26226e-09,0,227,227
0.15429,21.5239,0.117132,390.712,853.144,9.07012e-07,1.70426e-06,6.71109e-09,6.71109e-09,0,228,228
0.160645,22.0733,0.117132,390.712,853.144,9.06069e-07,1.70379e-06,6.68456e-09,6.68456e-09,0,229,229
0.170969,22.8789,0.117132,390.712,853.144,9.05096e-07,1.70331e-06,7.18255e-09,7.18255e-09,0,230,230
0.178958,23.5487,0.117132,390.712,853.144,9.04084e-07,1.70281e-06,7.19452e-09,7.19452e-09,0,231,231
0.191691,24.5277,0.117132,390.712,853.144,9.03041e-07,1.70229e-06,7.75766e-09,7.75766e-09,0,232,232
0.201977,25.3648,0.117132,390.712,853.144,9.01953e-07,1.70174e-06,7.82449e-09,7.82449e-09,0,233,233
0.21808,26.5844,0.117132,390.712,853.144,9.00833e-07,1.70117e-06,8.47718e-09,8.47718e-09,0,234,234
0.231722,27.6636,0.117132,390.712,853.144,8.99662e-07,1.70058e-06,8.62509e-09,8.62509e-09,0,235,235
0.252749,29.2325,0.117132,390.712,853.144,8.98456e-07,1.69996e-06,9.40666e-09,9.40666e-09,0,236,236
0.27155,30.6798,0.117132,390.712,853.144,8.97192e-07,1.69931e-06,9.68021e-09,9.68021e-09,0,237,237
0.300201,32.786,0.117132,390.712,853.144,8.95892e-07,1.69864e-06,1.06588e-08,1.06588e-08,0,238,238
0.327472,34.8321,0.117132,390.712,853.144,8.94524e-07,1.69793e-06,1.11399e-08,1.11399e-08,0,239,239
0.368923,37.8339,0.117132,390.712,853.144,8.93119e-07,1.6972e-06,1.24453e-08,1.24453e-08,0,240,240
0.41143,40.9477,0.117132,390.712,853.144,8.91632e-07,1.69641e-06,1.33014e-08,1.33014e-08,0,241,241
0.47725,45.6433,0.117132,390.712,853.144,8.90109e-07,1.6956e-06,1.52232e-08,1.52232e-08,0,242,242
0.552662,51.0416,0.117132,390.712,853.144,8.88481e-07,1.69473e-06,1.68924e-08,1.68924e-08,0,243,243
0.661412,58.7128,0.117132,390.712,853.144,8.86828e-07,1.69385e-06,1.98866e-08,1.98866e-08,0,244,244
0.70343,62.0144,0.117132,390.712,853.144,8.85037e-07,1.69287e-06,2.07027e-08,2.07027e-08,0,245,245
1.73488,132.707,0.117132,390.712,853.144,8.83153e-07,1.69184e-06,4.71747e-08,4.71747e-08,0,246,246
4.72448,318.848,0.117132,390.712,853.144,8.8011e-07,1.69003e-06,1.1951e-07,1.1951e-07,0,247,247
9.7396,654.571,0.117132,390.712,853.144,8.72259e-07,1.685e-06,2.46551e-07,2.46551e-07,0,248,248
11.5391,738.949,0.117132,390.712,853.144,8.54776e-07,1.67346e-06,2.86586e-07,2.86586e-07,0,249,249
10.9984,684.817,0.117132,390.712,853.144,8.26715e-07,1.6548e-06,2.72425e-07,2.72425e-07,0,250,250
11.3685,729.518,0.117132,390.712,853.144,8.00421e-07,1.63726e-06,2.8886e-07,2.8886e-07,0,251,251
8.79368,550.89,0.117132,390.712,853.144,7.85099e-07,1.62688e-06,2.2263e-07,2.2263e-07,0,252,252
4.50166,279.921,0.117132,390.712,853.144,7.77761e-07,1.62176e-06,1.14208e-07,1.14208e-07,0,253,253
1.18738,73.9127,0.117132,390.712,853.144,7.74403e-07,1.61926e-06,3.06067e-08,3.06067e-08,0,254,254
0.268093,17.1326,0.117132,390.712,853.144,7.72092e-07,1.61747e-06,7.4334e-09,7.4334e-09,0,255,255
0.382513,23.0633,0.117132,390.712,853.144,7.70024e-07,1.61584e-06,1.00998e-08,1.00998e-08,0,256,256
0.354154,21.2571,0.117132,390.712,853.144,7.68068e-07,1.61429e-06,9.35219e-09,9.35219e-09,0,257,257
0.331706,19.8473,0.117132,390.712,853.144,7.66198e-07,1.6128e-06,8.78784e-09,8.78784e-09,0,258,258
0.299828,17.8399,0.117132,390.712,853.144,7.64435e-07,1.61139e-06,7.95172e-09,7.95172e-09,0,259,259
0.28591,16.9573,0.117132,390.712,853.144,7.62749e-07,1.61003e-06,7.60165e-09,7.60165e-09,0,260,260
0.26227,15.4582,0.117132,390.712,853.144,7.61153e-07,1.60875e-06,6.97144e-09,6.97144e-09,0,261,261
0.251912,14.7976,0.117132,390.712,853.144,7.59624e-07,1.60751e-06,6.7114e-09,6.7114e-09,0,262,262
0.233496,13.6204,0.117132,390.712,853.144,7.58172e-07,1.60633e-06,6.21137e-09,6.21137e-09,0,263,263
0.225498,13.1071,0.117132,390.712,853.144,7.56781e-07,1.60519e-06,6.01152e-09,6.01152e-09,0,264,264
0.210711,12.1533,0.117132,390.712,853.144,7.55456e-07,1.60411e-06,5.60168e-09,5.60168e-09,0,265,265
0.204342,11.7414,0.117132,390.712,853.144,7.54185e-07,1.60307e-06,5.44386e-09,5.44386e-09,0,266,266
0.192184,10.9494,0.117132,390.712,853.144,7.52974e-07,1.60207e-06,5.09916e-09,5.09916e-09,0,267,267
0.186984,10.6104,0.117132,390.712,853.144,7.5181e-07,1.60111e-06,4.97197e-09,4.97197e-09,0,268,268
0.176794,9.93964,0.117132,390.712,853.144,7.50699e-07,1.60019e-06,4.67589e-09,4.67589e-09,0,269,269
0.172459,9.65449,0.117132,390.712,853.144,7.49632e-07,1.5993e-06,4.57181e-09,4.57181e-09,0,270,270
0.163785,9.07704,0.117132,390.712,853.144,7.48611e-07,1.59845e-06,4.31302e-09,4.31302e-09,0,271,271
0.160107,8.83271,0.117132,390.712,853.144,7.4763e-07,1.59763e-06,4.2269e-09,4.2269e-09,0,272,272
0.152623,8.3288,0.117132,390.712,853.144,7.46691e-07,1.59685e-06,3.99732e-09,3.99732e-09,0,273,273
0.149454,8.11604,0.117132,390.712,853.144,7.45787e-07,1.59609e-06,3.9255e-09,3.9255e-09,0,274,274
0.142925,7.6712,0.117132,390.712,853.144,7.44922e-07,1.59536e-06,3.71922e-09,3.71922e-09,0,275,275
0.140157,7.48326,0.117132,390.712,853.144,7.4409e-07,1.59466e-06,3.65903e-09,3.65903e-09,0,276,276
0.134406,7.08665,0.117132,390.712,853.144,7.43292e-07,1.59399e-06,3.47162e-09,3.47162e-09,0,277,277
0.131959,6.91851,0.117132,390.712,853.144,7.42523e-07,1.59334e-06,3.42106e-09,3.42106e-09,0,278,278
0.126848,6.56185,0.117132,390.712,853.144,7.41787e-07,1.59272e-06,3.24913e-09,3.24913e-09,0,279,279
0.124662,6.40969,0.117132,390.712,853.144,7.41077e-07,1.59211e-06,3.20669e-09,3.20669e-09,0,280,280
0.120086,6.08652,0.117132,390.712,853.144,7.40396e-07,1.59154e-06,3.04759e-09,3.04759e-09,0,281,281
0.118114,5.94739,0.117132,390.712,853.144,7.3974e-07,1.59098e-06,3.01209e-09,3.01209e-09,0,282,282
0.11399,5.6526,0.117132,390.712,853.144,7.3911e-07,1.59044e-06,2.86372e-09,2.86372e-09,0,283,283
0.112194,5.52421,0.117132,390.712,853.144,7.38503e-07,1.58992e-06,2.83423e-09,2.83423e-09,0,284,284
0.108454,5.2537,0.117132,390.712,853.144,7.3792e-07,1.58943e-06,2.69491e-09,2.69491e-09,0,285,285
0.106805,5.13422,0.117132,390.712,853.144,7.37358e-07,1.58894e-06,2.67069e-09,2.67069e-09,0,286,286
0.103395,4.88466,0.117132,390.712,853.144,7.36819e-07,1.58848e-06,2.53904e-09,2.53904e-09,0,287,287
0.10187,4.77262,0.117132,390.712,853.144,7.36298e-07,1.58804e-06,2.51948e-09,2.51948e-09,0,288,288
0.0987448,4.54126,0.117132,390.712,853.144,7.35798e-07,1.58761e-06,2.39438e-09,2.39438e-09,0,289,289
0.097325,4.43548,0.117132,390.712,853.144,7.35315e-07,1.58719e-06,2.37899e-09,2.37899e-09,0,290,290
0.0944473,4.22006,0.117132,390.712,853.144,7.34852e-07,1.58679e-06,2.25949e-09,2.25949e-09,0,291,291
0.0931169,4.11958,0.117132,390.712,853.144,7.34404e-07,1.58641e-06,2.24786e-09,2.24786e-09,0,292,292
0.0904557,3.91818,0.117132,390.712,853.144,7.33974e-07,1.58604e-06,2.13318e-09,2.13318e-09,0,293,293
0.0892019,3.82221,0.117132,390.712,853.144,7.33559e-07,1.58568e-06,2.12496e-09,2.12496e-09,0,294,294
0.0867309,3.63321,0.117132,390.712,853.144,7.3316e-07,1.58533e-06,2.01443e-09,2.01443e-09,0,295,295
0.085543,3.54109,0.117132,390.712,853.144,7.32775e-07,1.585e-06,2.00934e-09,2.00934e-09,0,296,296
0.08324,3.36312,0.117132,390.712,853.144,7.32404e-07,1.58468e-06,1.90238e-09,1.90238e-09,0,297,297
0.082109,3.2743,0.117132,390.712,853.144,7.32047e-07,1.58437e-06,1.90018e-09,1.90018e-09,0,298,298
0.0799549,3.10618,0.117132,390.712,853.144,7.31703e-07,1.58407e-06,1.79631e-09,1.79631e-09,0,299,299
0.0788732,3.02022,0.117132,390.712,853.144,7.3137e-07,1.58378e-06,1.79678e-09,1.79678e-09,0,300,300
0.0768515,2.86092,0.117132,390.712,853.144,7.31051e-07,1.58351e-06,1.69557e-09,1.69557e-09,0,301,301
0.0758127,2.77742,0.117132,390.712,853.144,7.30742e-07,1.58324e-06,1.69853e-09,1.69853e-09,0,302,302
0.0739093,2.62606,0.117132,390.712,853.144,7.30446e-07,1.58298e-06,1.59962e-09,1.59962e-09,0,303,303
0.0729079,2.54471,0.117132,390.712,853.144,7.30159e-07,1.58273e-06,1.60491e-09,1.60491e-09,0,304,304
0.0711103,2.4005,0.117132,390.712,853.144,7.29883e-07,1.58249e-06,1.50797e-09,1.50797e-09,0,305,305
0.0701417,2.32102,0.117132,390.712,853.144,7.29616e-07,1.58226e-06,1.51545e-09,1.51545e-09,0,306,306
0.0684391,2.18329,0.117132,390.712,853.144,7.2936e-07,1.58203e-06,1.4202e-09,1.4202e-09,0,307,307
0.0674992,2.10544,0.117132,390.712,853.144,7.29112e-07,1.58182e-06,1.42975e-09,1.42975e-09,0,308,308
0.065882,1.97358,0.117132,390.712,853.144,7.28874e-07,1.58161e-06,1.33594e-09,1.33594e-09,0,309,309
0.0649672,1.89716,0.117132,390.712,853.144,7.28644e-07,1.58141e-06,1.34746e-09,1.34746e-09,0,310,310
0.063427,1.77064,0.117132,390.712,853.144,7.28422e-07,1.58122e-06,1.25487e-09,1.25487e-09,0,311,311
0.0625344,1.69549,0.117132,390.712,853.144,7.28208e-07,1.58103e-06,1.26825e-09,1.26825e-09,0,312,312
0.0610637,1.57383,0.117132,390.712,853.144,7.28001e-07,1.58085e-06,1.17668e-09,1.17668e-09,0,313,313
0.0601904,1.49978,0.117132,390.712,853.144,7.27802e-07,1.58067e-06,1.19183e-09,1.19183e-09,0,314,314
0.0587826,1.38256,0.117132,390.712,853.144,7.2761e-07,1.58051e-06,1.10112e-09,1.10112e-09,0,315,315
0.0579265,1.30949,0.117132,390.712,853.144,7.27425e-07,1.58034e-06,1.11797e-09,1.11797e-09,0,316,316
0.0565755,1.19633,0.117132,390.712,853.144,7.27247e-07,1.58019e-06,1.02795e-09,1.02795e-09,0,317,317
0.0557344,1.12413,0.117132,390.712,853.144,7.27074e-07,1.58004e-06,1.04643e-09,1.04643e-09,0,318,318
0.054435,1.01467,0.117132,390.712,853.144,7.26908e-07,1.57989e-06,9.5696e-10,9.5696e-10,0,319,319
0.053607,0.943247,0.117132,390.712,853.144,7.26747e-07,1.57975e-06,9.77001e-10,9.77001e-10,0,320,320
0.0523544,0.837192,0.117132,390.712,853.144,7.26593e-07,1.57962e-06,8.87959e-10,8.87959e-10,0,321,321
0.0515378,0.766448,0.117132,390.712,853.144,7.26443e-07,1.57948e-06,9.09502e-10,9.09502e-10,0,322,322
0.0503276,0.663513,0.117132,390.712,853.144,7.263e-07,1.57936e-06,8.20774e-10,8.20774e-10,0,323,323
0.049521,0.593377,0.117132,390.712,853.144,7.26161e-07,1.57924e-06,8.43764e-10,8.43764e-10,0,324,324
0.04835,0.493345,0.117132,390.712,853.144,7.26027e-07,1.57912e-06,7.55263e-10,7.55263e-10,0,325,325
0.0475532,0.441901,0.117132,390.712,853.144,7.25897e-07,1.579e-06,7.83317e-10,7.83317e-10,0,326,326
0.0464218,0.344749,0.117132,390.712,853.144,7.25773e-07,1.57889e-06,6.95044e-10,6.95044e-10,0,327,327
0.0456402,0.4134,0.117132,390.712,853.144,7.25652e-07,1.57879e-06,7.49434e-10,7.49434e-10,0,328,328
0.0445429,0.318737,0.117132,390.712,853.144,7.25536e-07,1.57869e-06,6.61239e-10,6.61239e-10,0,329,329
0.0437652,0.387178,0.117132,390.712,853.144,7.25424e-07,1.57859e-06,7.1678e-10,7.1678e-10,0,330,330
0.0426946,0.29455,0.117132,390.712,853.144,7.25316e-07,1.57849e-06,6.28473e-10,6.28473e-10,0,331,331
0.0419205,0.362787,0.117132,390.712,853.144,7.25211e-07,1.5784e-06,6.85146e-10,6.85146e-10,0,332,332
0.0408745,0.272054,0.117132,390.712,853.144,7.25111e-07,1.57831e-06,5.96673e-10,5.96673e-10,0,333,333
0.040102,0.340204,0.117132,390.712,853.144,7.25014e-07,1.57823e-06,6.54459e-10,6.54459e-10,0,334,334
0.0390751,0.314034,0.117132,390.712,853.144,7.2492e-07,1.57814e-06,5.78633e-10,5.78633e-10,0,335,335
0.0383008,0.382302,0.117132,390.712,853.144,7.24829e-07,1.57806e-06,6.3752e-10,6.3752e-10,0,336,336
0.037289,0.470245,0.117132,390.712,853.144,7.24742e-07,1.57799e-06,5.84755e-10,5.84755e-10,0,337,337
0.036515,0.538552,0.117132,390.712,853.144,7.24658e-07,1.57791e-06,6.4474e-10,6.4474e-10,0,338,338
0.0355238,0.624981,0.117132,390.712,853.144,7.24576e-07,1.57784e-06,5.91049e-10,5.91049e-10,0,339,339
0.0347537,0.693116,0.117132,390.712,853.144,7.24498e-07,1.57777e-06,6.52123e-10,6.52123e-10,0,340,340
0.0337822,0.778098,0.117132,390.712,853.144,7.24422e-07,1.57771e-06,5.97506e-10,5.97506e-10,0,341,341
0.0330164,0.846035,0.117132,390.712,853.144,7.24349e-07,1.57764e-06,6.59659e-10,6.59659e-10,0,342,342
0.0320638,0.929634,0.117132,390.712,853.144,7.24278e-07,1.57758e-06,6.04115e-10,6.04115e-10,0,343,343
0.0313026,0.997348,0.117132,390.712,853.144,7.2421e-07,1.57752e-06,6.67335e-10,6.67335e-10,0,344,344
0.0303681,1.07962,0.117132,390.712,853.144,7.24145e-07,1.57746e-06,6.10865e-10,6.10865e-10,0,345,345
0.0296119,1.14709,0.117132,390.712,853.144,7.24081e-07,1.57741e-06,6.75143e-10,6.75143e-10,0,346,346
0.0286947,1.22809,0.117132,390.712,853.144,7.2402e-07,1.57735e-06,6.17747e-10,6.17747e-10,0,347,347
0.0279434,1.29531,0.117132,390.712,853.144,7.23961e-07,1.5773e-06,6.83074e-10,6.83074e-10,0,348,348
0.027042,1.37516,0.117132,390.712,853.144,7.23904e-07,1.57725e-06,6.29234e-10,6.29234e-10,0,349,349
0.0262948,1.44218,0.117132,390.712,853.144,7.23848e-07,1.5772e-06,6.91119e-10,6.91119e-10,0,350,350
0.0254083,1.52094,0.117132,390.712,853.144,7.23795e-07,1.57715e-06,6.41226e-10,6.41226e-10,0,351,351
0.0246657,1.58772,0.117132,390.712,853.144,7.23744e-07,1.57711e-06,6.9927e-10,6.9927e-10,0,352,352
0.023794,1.66541,0.117132,390.712,853.144,7.23695e-07,1.57706e-06,6.53062e-10,6.53062e-10,0,353,353
0.0230564,1.73192,0.117132,390.712,853.144,7.23647e-07,1.57702e-06,7.07521e-10,7.07521e-10,0,354,354
0.0221992,1.80856,0.117132,390.712,853.144,7.23601e-07,1.57698e-06,6.64751e-10,6.64751e-10,0,355,355
0.0214673,1.87477,0.117132,390.712,853.144,7.23556e-07,1.57694e-06,7.15865e-10,7.15865e-10,0,356,356
0.0206244,1.9504,0.117132,390.712,853.144,7.23513e-07,1.5769e-06,6.76304e-10,6.76304e-10,0,357,357
0.0198984,2.01629,0.117132,390.712,853.144,7.23471e-07,1.57687e-06,7.24298e-10,7.24298e-10,0,358,358
0.0190696,2.09092,0.117132,390.712,853.144,7.23432e-07,1.57683e-06,6.87731e-10,6.87731e-10,0,359,359
0.01835,2.15645,0.117132,390.712,853.144,7.23393e-07,1.5768e-06,7.32813e-10,7.32813e-10,0,360,360
0.0175351,2.23011,0.117132,390.712,853.144,7.23356e-07,1.57677e-06,6.9904e-10,6.9904e-10,0,361,361
0.0168221,2.29528,0.117132,390.712,853.144,7.23319e-07,1.57673e-06,7.41406e-10,7.41406e-10,0,362,362
0.0160209,2.368,0.117132,390.712,853.144,7.23285e-07,1.5767e-06,7.10241e-10,7.10241e-10,0,363,363
0.0153149,2.43278,0.117132,390.712,853.144,7.23251e-07,1.57667e-06,7.50074e-10,7.50074e-10,0,364,364
0.014527,2.50457,0.117132,390.712,853.144,7.23219e-07,1.57664e-06,7.21341e-10,7.21341e-10,0,365,365
0.0138282,2.56896,0.117132,390.712,853.144,7.23187e-07,1.57662e-06,7.58812e-10,7.58812e-10,0,366,366
0.0130535,2.63985,0.117132,390.712,853.144,7.23157e-07,1.57659e-06,7.32348e-10,7.32348e-10,0,367,367
0.0123621,2.70382,0.117132,390.712,853.144,7.23128e-07,1.57656e-06,7.67616e-10,7.67616e-10,0,368,368
0.0116003,2.77385,0.117132,390.712,853.144,7.231e-07,1.57654e-06,7.43271e-10,7.43271e-10,0,369,369
0.0109164,2.8374,0.117132,390.712,853.144,7.23072e-07,1.57651e-06,7.76485e-10,7.76485e-10,0,370,370
0.0101674,2.90657,0.117132,390.712,853.144,7.23046e-07,1.57649e-06,7.54116e-10,7.54116e-10,0,371,371
0.00949118,2.9697,0.117132,390.712,853.144,7.23021e-07,1.57647e-06,7.85415e-10,7.85415e-10,0,372,372
0.00875463,3.03805,0.117132,390.712,853.144,7.22997e-07,1.57645e-06,7.64891e-10,7.64891e-10,0,373,373
0.00808619,3.10075,0.117132,390.712,853.144,7.22973e-07,1.57643e-06,7.94405e-10,7.94405e-10,0,374,374
0.00736191,3.16829,0.117132,390.712,853.144,7.2295e-07,1.57641e-06,7.75602e-10,7.75602e-10,0,375,375
0.00670136,3.23055,0.117132,390.712,853.144,7.22928e-07,1.57639e-06,8.03452e-10,8.03452e-10,0,376,376
0.00598911,3.29731,0.117132,390.712,853.144,7.22907e-07,1.57637e-06,7.86255e-10,7.86255e-10,0,377,377
0.00533653,3.35913,0.117132,390.712,853.144,7.22886e-07,1.57635e-06,8.12554e-10,8.12554e-10,0,378,378
0.00463611,3.42513,0.117132,390.712,853.144,7.22867e-07,1.57633e-06,7.96857e-10,7.96857e-10,0,379,379
0.00399155,3.48652,0.117132,390.712,853.144,7.22847e-07,1.57632e-06,8.21711e-10,8.21711e-10,0,380,380
0.00330275,3.55178,0.117132,390.712,853.144,7.22829e-07,1.5763e-06,8.07413e-10,8.07413e-10,0,381,381
0.00266627,3.61273,0.117132,390.712,853.144,7.22811e-07,1.57628e-06,8.30921e-10,8.30921e-10,0,382,382
0.00198886,3.67727,0.117132,390.712,853.144,7.22794e-07,1.57627e-06,8.1793e-10,8.1793e-10,0,383,383
0.00136049,3.73778,0.117132,390.712,853.144,7.22777e-07,1.57625e-06,8.40184e-10,8.40184e-10,0,384,384
0.000694772,3.80159,0.117132,390.712,853.144,7.22761e-07,1.57624e-06,8.28413e-10,8.28413e-10,0,385,385
0.000882091,3.8616,0.117132,390.712,853.144,7.22746e-07,1.57623e-06,8.59644e-10,8.59644e-10,0,386,386
0.000576265,3.92463,0.117132,390.712,853.144,7.22731e-07,1.57621e-06,8.53348e-10,8.53348e-10,0,387,387
0.00118342,3.98406,0.117132,390.712,853.144,7.22716e-07,1.5762e-06,8.88726e-10,8.88726e-10,0,388,388
0.00182016,4.04624,0.117132,390.712,853.144,7.22703e-07,1.57619e-06,8.95296e-10,8.95296e-10,0,389,389
0.00241325,4.10499,0.117132,390.712,853.144,7.22689e-07,1.57618e-06,9.2933e-10,9.2933e-10,0,390,390
0.00303283,4.16625,0.117132,390.712,853.144,7.22676e-07,1.57616e-06,9.36487e-10,9.36487e-10,0,391,391
0.00361123,4.2243,0.117132,390.712,853.144,7.22664e-07,1.57615e-06,9.69234e-10,9.69234e-10,0,392,392
0.00421381,4.28467,0.117132,390.712,853.144,7.22652e-07,1.57614e-06,9.76916e-10,9.76916e-10,0,393,393
0.00477752,4.34202,0.117132,390.712,853.144,7.2264e-07,1.57613e-06,1.00844e-09,1.00844e-09,0,394,394
0.00536327,4.40152,0.117132,390.712,853.144,7.22629e-07,1.57612e-06,1.01659e-09,1.01659e-09,0,395,395
0.00591233,4.45818,0.117132,390.712,853.144,7.22618e-07,1.57611e-06,1.04696e-09,1.04696e-09,0,396,396
0.00648144,4.51683,0.117132,390.712,853.144,7.22607e-07,1.5761e-06,1.05553e-09,1.05553e-09,0,397,397
0.00701593,4.57283,0.117132,390.712,853.144,7.22597e-07,1.57609e-06,1.0848e-09,1.0848e-09,0,398,398
0.00756863,4.63065,0.117132,390.712,853.144,7.22587e-07,1.57609e-06,1.09375e-09,1.09375e-09,0,399,399
0.00808864,4.68599,0.117132,390.712,853.144,7.22578e-07,1.57608e-06,1.12198e-09,1.12198e-09,0,400,400
0.00862518,4.74302,0.117132,390.712,853.144,7.22569e-07,1.57607e-06,1.13125e-09,1.13125e-09,0,401,401
0.00913086,4.79771,0.117132,390.712,853.144,7.2256e-07,1.57606e-06,1.15849e-09,1.15849e-09,0,402,402
0.00965151,4.85397,0.117132,390.712,853.144,7.22551e-07,1.57605e-06,1.16807e-09,1.16807e-09,0,403,403
0.010143,4.90804,0.117132,390.712,853.144,7.22543e-07,1.57605e-06,1.19437e-09,1.19437e-09,0,404,404
0.0106481,4.96356,0.117132,390.712,853.144,7.22535e-07,1.57604e-06,1.2042e-09,1.2042e-09,0,405,405
0.0111256,5.01703,0.117132,390.712,853.144,7.22527e-07,1.57603e-06,1.22962e-09,1.22962e-09,0,406,406
0.0116154,5.07184,0.117132,390.712,853.144,7.2252e-07,1.57603e-06,1.23968e-09,1.23968e-09,0,407,407
0.0120792,5.12473,0.117132,390.712,853.144,7.22513e-07,1.57602e-06,1.26426e-09,1.26426e-09,0,408,408
0.012554,5.17886,0.117132,390.712,853.144,7.22506e-07,1.57601e-06,1.27452e-09,1.27452e-09,0,409,409
0.0130043,5.2312,0.117132,390.712,853.144,7.22499e-07,1.57601e-06,1.29831e-09,1.29831e-09,0,410,410
0.0134645,5.28468,0.117132,390.712,853.144,7.22493e-07,1.576e-06,1.30875e-09,1.30875e-09,0,411,411
0.0139015,5.33648,0.117132,390.712,853.144,7.22487e-07,1.576e-06,1.33178e-09,1.33178e-09,0,412,412
0.0143474,5.38935,0.117132,390.712,853.144,7.22481e-07,1.57599e-06,1.34237e-09,1.34237e-09,0,413,413
0.0147714,5.44065,0.117132,390.712,853.144,7.22475e-07,1.57599e-06,1.36469e-09,1.36469e-09,0,414,414
0.0152033,5.49292,0.117132,390.712,853.144,7.2247e-07,1.57598e-06,1.37542e-09,1.37542e-09,0,415,415
0.0156146,5.54374,0.117132,390.712,853.144,7.22464e-07,1.57598e-06,1.39707e-09,1.39707e-09,0,416,416
0.016033,5.59546,0.117132,390.712,853.144,7.22459e-07,1.57597e-06,1.40791e-09,1.40791e-09,0,417,417
0.0164318,5.64583,0.117132,390.712,853.144,7.22454e-07,1.57597e-06,1.42892e-09,1.42892e-09,0,418,418
0.0168369,5.69703,0.117132,390.712,853.144,7.22449e-07,1.57596e-06,1.43987e-09,1.43987e-09,0,419,419
0.0172235,5.74697,0.117132,390.712,853.144,7.22444e-07,1.57596e-06,1.46028e-09,1.46028e-09,0,420,420
0.0176158,5.79769,0.117132,390.712,853.144,7.2244e-07,1.57596e-06,1.47132e-09,1.47132e-09,0,421,421
0.0179906,5.84723,0.117132,390.712,853.144,7.22436e-07,1.57595e-06,1.49116e-09,1.49116e-09,0,422,422
0.0183703,5.89749,0.117132,390.712,853.144,7.22432e-07,1.57595e-06,1.50228e-09,1.50228e-09,0,423,423
0.0187336,5.94666,0.117132,390.712,853.144,7.22427e-07,1.57594e-06,1.52158e-09,1.52158e-09,0,424,424
0.0191012,5.9965,0.117132,390.712,853.144,7.22424e-07,1.57594e-06,1.53277e-09,1.53277e-09,0,425,425
0.0194533,6.04533,0.117132,390.712,853.144,7.2242e-07,1.57594e-06,1.55157e-09,1.55157e-09,0,426,426
0.0198091,6.09479,0.117132,390.712,853.144,7.22416e-07,1.57593e-06,1.56281e-09,1.56281e-09,0,427,427
0.0201503,6.14331,0.117132,390.712,853.144,7.22413e-07,1.57593e-06,1.58114e-09,1.58114e-09,0,428,428
0.0204948,6.19241,0.117132,390.712,853.144,7.22409e-07,1.57593e-06,1.59244e-09,1.59244e-09,0,429,429
0.0208254,6.24065,0.117132,390.712,853.144,7.22406e-07,1.57593e-06,1.61032e-09,1.61032e-09,0,430,430
0.0211588,6.28944,0.117132,390.712,853.144,7.22403e-07,1.57592e-06,1.62167e-09,1.62167e-09,0,431,431
0.0214792,6.33742,0.117132,390.712,853.144,7.224e-07,1.57592e-06,1.63912e-09,1.63912e-09,0,432,432
0.021802,6.38592,0.117132,390.712,853.144,7.22397e-07,1.57592e-06,1.65052e-09,1.65052e-09,0,433,433
0.0221125,6.43369,0.117132,390.712,853.144,7.22394e-07,1.57592e-06,1.66758e-09,1.66758e-09,0,434,434
0.022425,6.48194,0.117132,390.712,853.144,7.22392e-07,1.57591e-06,1.67901e-09,1.67901e-09,0,435,435
0.0227259,6.52951,0.117132,390.712,853.144,7.22389e-07,1.57591e-06,1.69571e-09,1.69571e-09,0,436,436
0.0230284,6.57754,0.117132,390.712,853.144,7.22387e-07,1.57591e-06,1.70718e-09,1.70718e-09,0,437,437
0.02332,6.62495,0.117132,390.712,853.144,7.22384e-07,1.57591e-06,1.72353e-09,1.72353e-09,0,438,438
0.023613,6.67279,0.117132,390.712,853.144,7.22382e-07,1.5759e-06,1.73504e-09,1.73504e-09,0,439,439
0.0238956,6.72007,0.117132,390.712,853.144,7.22379e-07,1.5759e-06,1.75106e-09,1.75106e-09,0,440,440
0.0241793,6.76776,0.117132,390.712,853.144,7.22377e-07,1.5759e-06,1.76261e-09,1.76261e-09,0,441,441
0.0244534,6.81494,0.117132,390.712,853.144,7.22375e-07,1.5759e-06,1.77833e-09,1.77833e-09,0,442,442
0.0247281,6.8625,0.117132,390.712,853.144,7.22373e-07,1.5759e-06,1.78991e-09,1.78991e-09,0,443,443
0.0249938,6.90961,0.117132,390.712,853.144,7.22371e-07,1.5759e-06,1.80536e-09,1.80536e-09,0,444,444
