"rho","rhou","rhoE","epsilon","velocity","internal_energy","pressure","temperature","rad_temp","mach_number","GlobalNodeId","PedigreeNodeId","Points:0","Points:1","Points:2"
1,58.5662,1838.48,0.0137134,58.5662,123.48,82.32,1,2.92187,5,1,1,0,0,0
1.00003,58.5667,1838.47,0.013714,58.5651,123.485,82.3236,1.00002,2.92189,4.99986,2,2,0.0001,0,0
1,58.5662,1838.48,0.0137146,58.5662,123.48,82.3198,0.999998,2.92187,5.00001,3,3,0.0002,0,0
1.00003,58.5667,1838.47,0.0137151,58.5651,123.485,82.3235,1.00002,2.92189,4.99987,4,4,0.0003,0,0
1,58.5662,1838.48,0.0137156,58.5662,123.479,82.3197,0.999996,2.92187,5.00001,5,5,0.0004,0,0
1.00003,58.5667,1838.47,0.013716,58.5651,123.485,82.3233,1.00001,2.92188,4.99987,6,6,0.0005,0,0
1,58.5662,1838.48,0.0137164,58.5662,123.479,82.3195,0.999995,2.92187,5.00001,7,7,0.0006,0,0
1.00003,58.5667,1838.47,0.0137168,58.5651,123.485,82.3232,1.00001,2.92188,4.99988,8,8,0.0007,0,0
1,58.5662,1838.48,0.0137171,58.5662,123.479,82.3194,0.999993,2.92187,5.00002,9,9,0.0008,0,0
1.00003,58.5667,1838.47,0.0137174,58.5651,123.485,82.3232,1.00001,2.92188,4.99988,10,10,0.0009,0,0
1,58.5662,1838.48,0.0137176,58.5662,123.479,82.3193,0.999992,2.92187,5.00002,11,11,0.001,0,0
1.00003,58.5667,1838.47,0.0137179,58.5651,123.485,82.3231,1.00001,2.92188,4.99988,12,12,0.0011,0,0
1,58.5662,1838.48,0.0137181,58.5662,123.479,82.3193,0.999992,2.92187,5.00002,13,13,0.0012,0,0
1.00003,58.5667,1838.47,0.0137183,58.5651,123.485,82.3231,1.00001,2.92188,4.99988,14,14,0.0013,0,0
1,58.5662,1838.48,0.0137184,58.5662,123.479,82.3192,0.999991,2.92187,5.00002,15,15,0.0014,0,0
1.00003,58.5667,1838.47,0.0137186,58.5651,123.485,82.323,1.00001,2.92188,4.99988,16,16,0.0015,0,0
1,58.5662,1838.48,0.0137187,58.5662,123.479,82.3192,0.99999,2.92187,5.00003,17,17,0.0016,0,0
1.00003,58.5667,1838.47,0.0137189,58.5651,123.484,82.323,1.00001,2.92188,4.99988,18,18,0.0017,0,0
1,58.5662,1838.48,0.013719,58.5662,123.479,82.3191,0.99999,2.92187,5.00003,19,19,0.0018,0,0
1.00003,58.5667,1838.47,0.0137191,58.5651,123.484,82.323,1.00001,2.92188,4.99988,20,20,0.0019,0,0
1,58.5662,1838.48,0.0137192,58.5662,123.479,82.3191,0.999989,2.92187,5.00003,21,21,0.002,0,0
1.00003,58.5667,1838.47,0.0137193,58.5651,123.484,82.323,1.00001,2.92188,4.99988,22,22,0.0021,0,0
0.999999,58.5662,1838.48,0.0137194,58.5662,123.479,82.3191,0.999989,2.92187,5.00003,23,23,0.0022,0,0
1.00003,58.5667,1838.47,0.0137194,58.5651,123.484,82.3229,1.00001,2.92188,4.99988,24,24,0.0023,0,0
0.999999,58.5662,1838.48,0.0137195,58.5662,123.479,82.319,0.999989,2.92187,5.00003,25,25,0.0024,0,0
1.00003,58.5667,1838.47,0.0137196,58.5651,123.484,82.3229,1.00001,2.92188,4.99988,26,26,0.0025,0,0
0.999999,58.5662,1838.48,0.0137197,58.5662,123.479,82.319,0.999989,2.92187,5.00003,27,27,0.0026,0,0
1.00003,58.5667,1838.47,0.0137197,58.5651,123.484,82.3229,1.00001,2.92188,4.99988,28,28,0.0027,0,0
0.999999,58.5662,1838.48,0.0137198,58.5662,123.479,82.319,0.999989,2.92187,5.00003,29,29,0.0028,0,0
1.00003,58.5667,1838.47,0.0137198,58.5651,123.484,82.3229,1.00001,2.92188,4.99988,30,30,0.0029,0,0
0.999999,58.5662,1838.48,0.0137199,58.5662,123.478,82.319,0.999988,2.92187,5.00003,31,31,0.003,0,0
1.00003,58.5667,1838.47,0.01372,58.5651,123.484,82.323,1.00001,2.92188,4.99988,32,32,0.0031,0,0
0.999999,58.5662,1838.48,0.01372,58.5662,123.478,82.319,0.999988,2.92187,5.00003,33,33,0.0032,0,0
1.00003,58.5667,1838.47,0.0137201,58.5651,123.484,82.323,1.00001,2.92188,4.99988,34,34,0.0033,0,0
0.999999,58.5662,1838.48,0.0137201,58.5662,123.478,82.319,0.999988,2.92187,5.00003,35,35,0.0034,0,0
1.00003,58.5667,1838.47,0.0137202,58.5651,123.484,82.323,1.00001,2.92188,4.99988,36,36,0.0035,0,0
0.999999,58.5662,1838.48,0.0137203,58.5662,123.478,82.319,0.999988,2.92187,5.00003,37,37,0.0036,0,0
1.00003,58.5667,1838.47,0.0137203,58.5651,123.484,82.323,1.00001,2.92188,4.99988,38,38,0.0037,0,0
0.999999,58.5662,1838.48,0.0137204,58.5662,123.478,82.319,0.999988,2.92187,5.00003,39,39,0.0038,0,0
1.00003,58.5667,1838.47,0.0137205,58.5651,123.485,82.323,1.00001,2.92188,4.99988,40,40,0.0039,0,0
0.999999,58.5662,1838.48,0.0137206,58.5662,123.478,82.319,0.999988,2.92187,5.00003,41,41,0.004,0,0
1.00003,58.5667,1838.47,0.0137207,58.5651,123.485,82.323,1.00001,2.92188,4.99988,42,42,0.0041,0,0
0.999999,58.5662,1838.48,0.0137207,58.5662,123.478,82.319,0.999989,2.92187,5.00003,43,43,0.0042,0,0
1.00003,58.5667,1838.47,0.0137208,58.5651,123.485,82.3231,1.00001,2.92188,4.99988,44,44,0.0043,0,0
0.999999,58.5662,1838.48,0.013721,58.5662,123.479,82.319,0.999989,2.92187,5.00003,45,45,0.0044,0,0
1.00003,58.5667,1838.47,0.0137211,58.5651,123.485,82.3231,1.00001,2.92188,4.99988,46,46,0.0045,0,0
0.999999,58.5662,1838.48,0.0137212,58.5662,123.479,82.319,0.999989,2.92187,5.00003,47,47,0.0046,0,0
1.00003,58.5667,1838.47,0.0137214,58.5651,123.485,82.3231,1.00001,2.92188,4.99988,48,48,0.0047,0,0
0.999999,58.5662,1838.48,0.0137215,58.5662,123.479,82.3191,0.999989,2.92187,5.00003,49,49,0.0048,0,0
1.00003,58.5667,1838.47,0.0137217,58.5651,123.485,82.3232,1.00001,2.92188,4.99988,50,50,0.0049,0,0
0.999999,58.5662,1838.48,0.0137219,58.5662,123.479,82.3191,0.99999,2.92187,5.00003,51,51,0.005,0,0
1.00003,58.5667,1838.47,0.0137221,58.5651,123.485,82.3233,1.00001,2.92188,4.99987,52,52,0.0051,0,0
0.999999,58.5662,1838.48,0.0137223,58.5662,123.479,82.3191,0.99999,2.92187,5.00002,53,53,0.0052,0,0
1.00003,58.5667,1838.47,0.0137226,58.5651,123.485,82.3233,1.00001,2.92188,4.99987,54,54,0.0053,0,0
0.999999,58.5662,1838.48,0.0137228,58.5662,123.479,82.3192,0.999991,2.92187,5.00002,55,55,0.0054,0,0
1.00003,58.5667,1838.47,0.0137231,58.5651,123.485,82.3234,1.00001,2.92188,4.99987,56,56,0.0055,0,0
0.999999,58.5662,1838.48,0.0137235,58.5662,123.479,82.3193,0.999992,2.92187,5.00002,57,57,0.0056,0,0
1.00003,58.5667,1838.47,0.0137238,58.5651,123.485,82.3235,1.00002,2.92189,4.99987,58,58,0.0057,0,0
0.999999,58.5661,1838.48,0.0137242,58.5662,123.479,82.3194,0.999993,2.92187,5.00002,59,59,0.0058,0,0
