"epsilon","mach_number","pressure","rad_temp","rho","rhoE","rhou","temperature","GlobalNodeId","PedigreeNodeId","Points:0","Points:1","Points:2"
1.6531354226694049901e-05,2.9999327637577235528,0.099160908965593111408,0.18631103571818002917,5.5165849358291172422,0.89244791369226883493,2.8645140574903940056,0.18629829194425154282,1,1,-0.016003377735614776611,0,0
1.6531357630740127712e-05,2.9999321284788549313,0.099160948340317231486,0.186311045309216744,5.516585081406303992,0.89244795307716828781,2.8645140573911977988,0.18629836100318059033,2,2,-0.015968363732099533081,0,0
1.6531366555153500727e-05,2.9999314951027193921,0.099160987595629676572,0.18631107045410327805,5.5165852267863098035,0.89244799234166516388,2.8645140573538805384,0.18629842984442054887,3,3,-0.015933349728584289551,0,0
1.6531380981496152262e-05,2.9999308628473473348,0.099161026780002936576,0.18631111110087095195,5.5165853721473432358,0.89244803153424734354,2.8645140573780660809,0.18629849855302083039,4,4,-0.015898337587714195251,0,0
1.653140089813271598e-05,2.9999302309363247154,0.099161065941563777959,0.18631116721670626379,5.5165855176666482862,0.89244807070305753882,2.864514057463459995,0.18629856721341372938,5,5,-0.015863323584198951721,0,0
1.6531426300180172303e-05,2.9999295985977698642,0.099161105128156012967,0.1863112387878092524,5.5165856635207140002,0.89244810989595324546,2.8645140576098393481,0.18629863590952563945,6,6,-0.015828309580683708191,0,0
1.653145718946603547e-05,2.999928965063372921,0.099161144387400493305,0.1863113258192755084,5.5165858098855036218,0.89244814916056813825,2.8645140578170602552,0.18629870472488163635,7,7,-0.015793295577168464661,0,0
1.653149357449495673e-05,2.9999283295674463723,0.099161183766753868696,0.18631142833500213829,5.5165859569366704207,0.89244818854437024669,2.864514058085051218,0.1862987737427087287,8,8,-0.01575828157365322113,0,0
1.6531535470423618279e-05,2.9999276913459982374,0.099161223313565902138,0.18631154637761662696,5.5165861048497673025,0.89244822809471968661,2.8645140584138166773,0.18629884304603666623,9,9,-0.0157232675701379776,0,0
1.6531582899043894251e-05,2.9999270496357435256,0.099161263075140809731,0.18631168000842932009,5.5165862538004688531,0.89244826785892938936,2.8645140588034334606,0.18629891271780532613,10,10,-0.01568825356662273407,0,0
1.6531635888774170318e-05,2.9999264036732289362,0.099161303098791730992,0.18631182930740849968,5.5165864039647773964,0.89244830788432083502,2.8645140592540538904,0.18629898284096035876,11,11,-0.01565323956310749054,0,0
1.6531694474658774487e-05,2.9999257526938669649,0.0991613434319003062,0.18631199437317844114,5.5165865555192397096,0.89244834821828289417,2.8645140597659035642,0.18629905349855765961,12,12,-0.015618225559592247009,0,0
1.6531758698375519084e-05,2.999925095931003316,0.09916138412197453289,0.18631217532304022999,5.5165867086411672915,0.89244838890832856038,2.8645140603392804657,0.18629912477386464942,13,13,-0.015583212487399578094,0,0
1.6531828608251238722e-05,2.9999244326150229512,0.099161425216704429664,0.18631237229301486624,5.5165868635088299854,0.89244843000215334783,2.8645140609745571858,0.18629919675045844563,14,14,-0.015548198483884334564,0,0
1.6531904259285398805e-05,2.9999237619724143933,0.099161466764019587372,0.18631258543790932269,5.5165870203016815765,0.89244847154768969233,2.8645140616721787019,0.18629926951232617105,15,15,-0.015513184480369091034,0,0
1.6531985713181669527e-05,2.9999230832248326983,0.099161508812147705627,0.18631281493140458561,5.5165871792005773955,0.89244851359316801354,2.8645140624326650425,0.18629934314396764949,16,16,-0.015478170476853847504,0,0
1.653207303838752636e-05,2.9999223955882099446,0.099161551409669340673,0.18631306096616673251,5.5165873403879608361,0.89244855618717022772,2.8645140632566072902,0.18629941773049205067,17,17,-0.015443156473338603973,0,0
1.6532166310141839749e-05,2.9999216982717960001,0.099161594605577690897,0.18631332375397988144,5.5165875040481147096,0.89244859937869003286,2.8645140641446742436,0.18629949335772158503,18,18,-0.015408142469823360443,0,0
1.6532265610530508238e-05,2.9999209904772405899,0.099161638449335023915,0.1863136035259021217,5.5165876703673450976,0.89244864321718841982,2.8645140650976066432,0.18629957011229145158,19,19,-0.015373129397630691528,0,0
1.6532371028550135018e-05,2.9999202713976909074,0.099161682990929297943,0.18631390053244392679,5.5165878395342113905,0.8924486877526522921,2.8645140661162216134,0.18629964808174828694,20,20,-0.015338115394115447998,0,0
1.6532482660179754678e-05,2.9999195402168030711,0.0991617282809346412,0.18631421504376896592,5.5165880117397474436,0.89244873303565264155,2.8645140672014117733,0.18629972735465646916,21,21,-0.015303101390600204468,0,0
1.6532600608460749068e-05,2.9999187961078352949,0.09916177437056809818,0.18631454734991814703,5.5165881871776649703,0.89244877911740227994,2.8645140683541461257,0.186299808020697788,22,22,-0.015268087387084960938,0,0
1.6532724983584884518e-05,2.999918038232687767,0.099161821311748873931,0.18631489776105628065,5.5165883660445995673,0.89244882604981656815,2.8645140695754722771,0.18629989017077436264,23,23,-0.015233073383569717407,0,0
1.6532855902990639809e-05,2.9999172657409243214,0.099161869157159049371,0.18631526660774200277,5.5165885485403096666,0.89244887388557059271,2.8645140708665124407,0.18629997389711619449,24,24,-0.015198059380054473877,0,0
1.6532993491467828299e-05,2.9999164777688220873,0.099161917960302353725,0.18631565424122104035,5.5165887348679234492,0.89244892267816122722,2.8645140722284705426,0.18630005929338303017,25,25,-0.015163046307861804962,0,0
1.6533137881270622608e-05,2.9999156734383829459,0.099161967775565643124,0.18631606103374295791,5.5165889252341537841,0.89244897248196752848,2.8645140736626304445,0.18630014645477274704,26,26,-0.015128032304346561432,0,0
