"epsilon","mach_number","pressure","rad_temp","rho","rhoE","rhou","temperature","GlobalNodeId","PedigreeNodeId","Points:0","Points:1","Points:2"
1.6531139876508807842e-05,2.9999332922731913875,0.099160876137727185786,0.1863104317749298966,5.5165846169939625199,0.89244787986991647166,2.8645140044073489349,0.18629824103623265907,1,1,-0.016003377735614776611,0,0
1.6531165483672722515e-05,2.9999314734497088963,0.099160989123872986251,0.18631050392480930089,5.5165850407856789062,0.89244799495730520178,2.8645140096855836731,0.186298438996957888,2,2,-0.015898337587714195251,0,0
1.6531238435741516348e-05,2.9999296568481148562,0.099161101433268311611,0.18631070947163266838,5.5165854527021043197,0.89244810514900219101,2.864514004407314296,0.18629863608724583912,3,3,-0.015793295577168464661,0,0
1.6531358779681831344e-05,2.9999278350914044822,0.099161214575936615367,0.18631104854640587187,5.5165858771916900238,0.89244822037714910401,2.8645140096856249734,0.18629883431840940644,4,4,-0.01568825356662273407,0,0
1.6531527081742636466e-05,2.9999259756797909127,0.099161329513241677769,0.18631152274235865396,5.5165862989726717203,0.89244833318084049179,2.864514004407319181,0.1862990360126820788,5,5,-0.015583212487399578094,0,0
1.6531744425188838528e-05,2.999924071417893412,0.099161447743697020418,0.18631213510848460002,5.5165867424521888296,0.89244845348062462609,2.8645140096856773759,0.18629924316114346294,6,6,-0.015478170476853847504,0,0
1.653201241417604796e-05,2.9999220895159259825,0.099161570246368707648,0.18631289016033500405,5.5165871924155087669,0.8924485738330574236,2.8645140044073951202,0.18629945811702017244,7,7,-0.015373129397630691528,0,0
1.6532333182842647403e-05,2.9999200220879496115,0.099161698562311148542,0.18631379390546010111,5.5165876734285754779,0.89244870420110056219,2.864514009685772411,0.18629968294594798084,8,8,-0.015268087387084960938,0,0
1.6532709410509198255e-05,2.99991783518461963,0.099161833742184096741,0.18631485388599888786,5.5165881705438399862,0.89244883721267809218,2.8645140044074968166,0.18629992012663501577,9,9,-0.015163046307861804962,0,0
1.6533144342176695586e-05,2.9999155193540145703,0.099161977423831274003,0.18631607923613141553,5.5165887086873324208,0.89244898292740970636,2.8645140096859034173,0.18630017189439382341,10,10,-0.015058004297316074371,0,0
1.6533641815347049876e-05,2.999913038595415582,0.099162130784765045721,0.18631748075726506375,5.516589273383768699,0.89244913409982717933,2.8645140044076669028,0.18630044095030498519,11,11,-0.014952963218092918396,0,0
1.6534206292471770647e-05,2.9999103809740153004,0.099162295616429474432,0.18631907100898509322,5.5165898901300831625,0.89244930094301067047,2.864514009686170759,0.18630072979897016605,12,12,-0.014847921207547187805,0,0
1.653484290018767777e-05,2.9999075074852892264,0.099162473282192312163,0.18632086441901626883,5.5165905451419998684,0.89244947639703953168,2.8645140044079324682,0.18630104146730497305,13,13,-0.01474288012832403183,0,0
1.6535557474764806614e-05,2.9999044027143355606,0.099162665788882234374,0.18632287741055295061,5.5165912647170340932,0.89244967089025306617,2.8645140096865469026,0.18630137883751826666,14,14,-0.014637838117778301239,0,0
1.6536356615068271319e-05,2.9999010236004632901,0.099162874750914453692,0.18632512855059746304,5.5165920360037663528,0.89244987761342597921,2.8645140044083023945,0.18630174537666990831,15,15,-0.014532797038555145264,0,0
1.6537247742588577363e-05,2.9998973501305421507,0.099163102459772944908,0.18632763871801763522,5.5165928863576416674,0.89245010727942220008,2.8645140096871060109,0.18630214446602347267,16,16,-0.014427755028009414673,0,0
1.6538239169998184707e-05,2.9998933339918645302,0.099163350854993767558,0.18633043129538848226,5.5165938041349491527,0.89245035340368783494,2.8645140044088610587,0.18630258014266240507,17,17,-0.014322713948786258698,0,0
1.6539340177933912834e-05,2.9998889492889779795,0.099163622592268782507,0.18633353238372082905,5.516594818044549875,0.89245062706316147239,2.864514009687892937,0.18630305642637937091,18,18,-0.014217671938240528107,0,0
1.6540561101638290894e-05,2.9998841410710217481,0.099163920022122264974,0.18633697104461574567,5.5165959179693899728,0.89245092218375610127,2.8645140044096999432,0.1863035780748274195,19,19,-0.014112630859017372131,0,0
1.6541913427326553721e-05,2.9998788760592502989,0.099164246257443494637,0.18634077956939387732,5.5165971343170774333,0.89245125029944760708,2.8645140096890866488,0.18630414990936167152,20,20,-0.014007588848471641541,0,0
1.6543409900113370905e-05,2.9998730910334545641,0.099164604160795546961,0.18634499378027441496,5.5165984588722682957,0.8924516058475489011,2.8645140044109855815,0.18630477758537830613,21,21,-0.013902547769248485565,0,0
1.6545064643562294309e-05,2.9998667435552111016,0.099164997412327676729,0.18634965336367012578,5.5165999241502374772,0.89245200092911058931,2.8645140096908132676,0.18630546691875279897,22,22,-0.013797505758702754974,0,0
1.6546893292926154867e-05,2.999859760195406011,0.09916542950681156432,0.18635480224128872506,5.5166015242838399857,0.89245243061290790987,2.8645140044129262513,0.18630622467330115732,23,23,-0.013692464679479598999,0,0
1.6548913142374988781e-05,2.9998520872355989297,0.099165904823041425842,0.18636048897971202454,5.5166032943837040037,0.8924529076983787057,2.8645140096933072726,0.18630705788977067194,24,24,-0.013587422668933868408,0,0
1.655114330855574149e-05,2.999843638715034011,0.09916642763193161958,0.18636676724485551349,5.5166052314659097533,0.89245342802958393946,2.8645140044158234893,0.18630797469272458722,25,25,-0.013482381589710712433,0,0
1.6553604911060497553e-05,2.9998343470892843143,0.099167003168707551497,0.18637369630269179366,5.5166073738222465295,0.89245400526205287406,2.8645140096970109767,0.18630898362441239424,26,26,-0.013377339579164981842,0,0
